
entity,code,year,cocoa_beans__00000661__production__005510__tonnes
Equatorial Guinea,GNQ,2011,900
Equatorial Guinea,GNQ,2012,700
Equatorial Guinea,GNQ,2013,700
Equatorial Guinea,GNQ,2014,892
Equatorial Guinea,GNQ,2015,1000
Equatorial Guinea,GNQ,2016,1000
Equatorial Guinea,GNQ,2017,1000
Equatorial Guinea,GNQ,2018,1000
Equatorial Guinea,GNQ,2019,1000
Equatorial Guinea,GNQ,2020,1000
Equatorial Guinea,GNQ,2021,600
Equatorial Guinea,GNQ,2022,1000
Equatorial Guinea,GNQ,2023,500
Equatorial Guinea,GNQ,2024,600
Fiji,FJI,1961,15
Fiji,FJI,1962,15
Fiji,FJI,1963,20
Fiji,FJI,1964,40
Fiji,FJI,1965,35
Fiji,FJI,1966,45
Fiji,FJI,1967,36
Fiji,FJI,1968,80
Fiji,FJI,1969,60
Fiji,FJI,1970,59
Fiji,FJI,1971,80
Fiji,FJI,1972,89
Fiji,FJI,1973,22
Fiji,FJI,1974,49
Fiji,FJI,1975,72
Fiji,FJI,1976,88
Fiji,FJI,1977,97
Fiji,FJI,1978,123
Fiji,FJI,1979,144
Fiji,FJI,1980,137
Fiji,FJI,1981,185
Fiji,FJI,1982,130
Fiji,FJI,1983,224
Fiji,FJI,1984,235
Fiji,FJI,1985,225
Fiji,FJI,1986,286
Fiji,FJI,1987,468
Fiji,FJI,1988,238
Fiji,FJI,1989,375
Fiji,FJI,1990,406
Fiji,FJI,1991,363
Fiji,FJI,1992,327
Fiji,FJI,1993,152
Fiji,FJI,1994,163
Fiji,FJI,1995,100
Fiji,FJI,1996,126
Fiji,FJI,1997,72
Fiji,FJI,1998,146
Fiji,FJI,1999,148
Fiji,FJI,2000,15
Fiji,FJI,2001,5
Fiji,FJI,2002,16
Fiji,FJI,2003,15
Fiji,FJI,2004,12
Fiji,FJI,2005,15
Fiji,FJI,2006,12
Fiji,FJI,2007,14
Fiji,FJI,2008,13
Fiji,FJI,2009,5
Fiji,FJI,2010,4
Fiji,FJI,2011,1
Fiji,FJI,2012,26
Fiji,FJI,2013,23
Fiji,FJI,2014,8.92
Fiji,FJI,2015,7
Fiji,FJI,2016,3.4
Fiji,FJI,2017,12
Fiji,FJI,2018,16
Fiji,FJI,2019,16.5
Fiji,FJI,2020,9.1
Fiji,FJI,2021,80.34
Fiji,FJI,2022,131.31
Fiji,FJI,2023,118
Fiji,FJI,2024,215.9
Gabon,GAB,1961,3190
Gabon,GAB,1962,3360
Gabon,GAB,1963,3600
Gabon,GAB,1964,4000
Gabon,GAB,1965,2170
Gabon,GAB,1966,4296
Gabon,GAB,1967,4061
Gabon,GAB,1968,4751
Gabon,GAB,1969,4366
Gabon,GAB,1970,6095
Gabon,GAB,1971,5031
Gabon,GAB,1972,5030
Gabon,GAB,1973,5151
Gabon,GAB,1974,4869
Gabon,GAB,1975,4549
Gabon,GAB,1976,3573
Gabon,GAB,1977,3573
Gabon,GAB,1978,3710
Gabon,GAB,1979,4754
Gabon,GAB,1980,3814
Gabon,GAB,1981,2850
Gabon,GAB,1982,2900
Gabon,GAB,1983,2500
Gabon,GAB,1984,1595
Gabon,GAB,1985,1500
Gabon,GAB,1986,1628
Gabon,GAB,1987,1574
Gabon,GAB,1988,1802
Gabon,GAB,1989,1800
Gabon,GAB,1990,1502
Gabon,GAB,1991,1802
Gabon,GAB,1992,2925
Gabon,GAB,1993,1966
Gabon,GAB,1994,718
Gabon,GAB,1995,774
Gabon,GAB,1996,1022
Gabon,GAB,1997,686
Gabon,GAB,1998,500
Gabon,GAB,1999,700
Gabon,GAB,2000,500
Gabon,GAB,2001,416.2
Gabon,GAB,2002,500
Gabon,GAB,2003,600
Gabon,GAB,2004,200
Gabon,GAB,2005,195
Gabon,GAB,2006,200
Gabon,GAB,2007,100
Gabon,GAB,2008,200
Gabon,GAB,2009,200
Gabon,GAB,2010,100
Gabon,GAB,2011,600
Gabon,GAB,2012,100
Gabon,GAB,2013,200
Gabon,GAB,2014,202.96
Gabon,GAB,2015,100
Gabon,GAB,2016,100
Gabon,GAB,2017,100
Gabon,GAB,2018,100
Gabon,GAB,2019,100
Gabon,GAB,2020,100
Gabon,GAB,2021,100
Gabon,GAB,2022,100
Gabon,GAB,2023,100
Gabon,GAB,2024,100
Ghana,GHA,1961,415200
Ghana,GHA,1962,428100
Ghana,GHA,1963,427800
Ghana,GHA,1964,580500
Ghana,GHA,1965,415800
Ghana,GHA,1966,381100
Ghana,GHA,1967,423500
Ghana,GHA,1968,327000
Ghana,GHA,1969,414300
Ghana,GHA,1970,406000
Ghana,GHA,1971,470000
Ghana,GHA,1972,415700
Ghana,GHA,1973,343000
Ghana,GHA,1974,385100
Ghana,GHA,1975,397300
Ghana,GHA,1976,326700
Ghana,GHA,1977,277400
Ghana,GHA,1978,268200
Ghana,GHA,1979,280800
Ghana,GHA,1980,277200
Ghana,GHA,1981,246500
Ghana,GHA,1982,202500
Ghana,GHA,1983,168100
Ghana,GHA,1984,166700
Ghana,GHA,1985,194400
Ghana,GHA,1986,226400
Ghana,GHA,1987,188170
Ghana,GHA,1988,246700
Ghana,GHA,1989,295052
Ghana,GHA,1990,293355
Ghana,GHA,1991,241796
Ghana,GHA,1992,312122
Ghana,GHA,1993,254652
Ghana,GHA,1994,288075
Ghana,GHA,1995,403900
Ghana,GHA,1996,403000
Ghana,GHA,1997,322490
Ghana,GHA,1998,409360
Ghana,GHA,1999,434200
Ghana,GHA,2000,436600
Ghana,GHA,2001,389591
Ghana,GHA,2002,340562
Ghana,GHA,2003,497000
Ghana,GHA,2004,737000
Ghana,GHA,2005,740000
Ghana,GHA,2006,734000
Ghana,GHA,2007,614500
Ghana,GHA,2008,680781
Ghana,GHA,2009,710638
Ghana,GHA,2010,632037.4
Ghana,GHA,2011,700020
Ghana,GHA,2012,879348
Ghana,GHA,2013,835466
Ghana,GHA,2014,858720
Ghana,GHA,2015,858720
Ghana,GHA,2016,858720
Ghana,GHA,2017,969300
Ghana,GHA,2018,904700
Ghana,GHA,2019,811700
Ghana,GHA,2020,800000
Ghana,GHA,2021,1047385
Ghana,GHA,2022,683300
Ghana,GHA,2023,653700
Ghana,GHA,2024,530000
Grenada,GRD,1961,2500
Grenada,GRD,1962,2800
Grenada,GRD,1963,2600
Grenada,GRD,1964,2800
Grenada,GRD,1965,2300
Grenada,GRD,1966,2200
Grenada,GRD,1967,2760
Grenada,GRD,1968,2826
Grenada,GRD,1969,3056
Grenada,GRD,1970,2926
Grenada,GRD,1971,2866
Grenada,GRD,1972,2511
Grenada,GRD,1973,2424
Grenada,GRD,1974,2386
Grenada,GRD,1975,2411
Grenada,GRD,1976,2713
Grenada,GRD,1977,2134
Grenada,GRD,1978,2436
Grenada,GRD,1979,2625
Grenada,GRD,1980,2131
Grenada,GRD,1981,2517
Grenada,GRD,1982,2279
Grenada,GRD,1983,2367
Grenada,GRD,1984,2500
Grenada,GRD,1985,2166
Grenada,GRD,1986,1729
Grenada,GRD,1987,1753
Grenada,GRD,1988,1422
Grenada,GRD,1989,1472
Grenada,GRD,1990,1950
Grenada,GRD,1991,1671
Grenada,GRD,1992,1355
Grenada,GRD,1993,1598
Grenada,GRD,1994,1462
Grenada,GRD,1995,1591
Grenada,GRD,1996,1712
Grenada,GRD,1997,1609
Grenada,GRD,1998,1419
Grenada,GRD,1999,974
Grenada,GRD,2000,1196
Grenada,GRD,2001,688
Grenada,GRD,2002,876
Grenada,GRD,2003,617
Grenada,GRD,2004,763
Grenada,GRD,2005,47
Grenada,GRD,2006,90
Grenada,GRD,2007,226
Grenada,GRD,2008,400
Grenada,GRD,2009,500
Grenada,GRD,2010,500
Grenada,GRD,2011,700
Grenada,GRD,2012,800
Grenada,GRD,2013,900
Grenada,GRD,2014,900
Grenada,GRD,2015,600
Grenada,GRD,2016,800
Grenada,GRD,2017,700
Grenada,GRD,2018,800
Grenada,GRD,2019,633
Grenada,GRD,2020,539
Grenada,GRD,2021,703
Grenada,GRD,2022,433
Grenada,GRD,2023,364
Grenada,GRD,2024,203
Guadeloupe,GLP,1961,100
Guadeloupe,GLP,1962,200
Guadeloupe,GLP,1963,200
Guadeloupe,GLP,1964,133
Guadeloupe,GLP,1965,150
Guadeloupe,GLP,1966,114
Guadeloupe,GLP,1967,100
Guadeloupe,GLP,1968,100
Guadeloupe,GLP,1969,100
Guadeloupe,GLP,1970,100
Guadeloupe,GLP,1971,100
Guadeloupe,GLP,1972,100
Guadeloupe,GLP,1973,80
Guadeloupe,GLP,1974,80
Guadeloupe,GLP,1975,78
Guadeloupe,GLP,1976,78
Guadeloupe,GLP,1977,50
Guadeloupe,GLP,1978,50
Guadeloupe,GLP,1979,10
Guadeloupe,GLP,1980,20
Guadeloupe,GLP,1981,5
Guadeloupe,GLP,1982,5
Guadeloupe,GLP,1983,5
Guadeloupe,GLP,1984,5
Guadeloupe,GLP,1985,5
Guadeloupe,GLP,1986,5
Guadeloupe,GLP,1987,5
Guadeloupe,GLP,1988,5
Guadeloupe,GLP,1989,5
Guadeloupe,GLP,1990,4
Guadeloupe,GLP,1991,1.76
Guadeloupe,GLP,1992,3
Guadeloupe,GLP,1993,0
Guadeloupe,GLP,1994,0
Guadeloupe,GLP,1995,0
Guadeloupe,GLP,2006,0
Guatemala,GTM,1961,500
Guatemala,GTM,1962,500
Guatemala,GTM,1963,500
Guatemala,GTM,1964,600
Guatemala,GTM,1965,600
Guatemala,GTM,1966,600
Guatemala,GTM,1967,800
Guatemala,GTM,1968,600
Guatemala,GTM,1969,500
Guatemala,GTM,1970,600
Guatemala,GTM,1971,700
Guatemala,GTM,1972,800
Guatemala,GTM,1973,800
Guatemala,GTM,1974,800
Guatemala,GTM,1975,603
Guatemala,GTM,1976,704
Guatemala,GTM,1977,3795
Guatemala,GTM,1978,4522
Guatemala,GTM,1979,1679
Guatemala,GTM,1980,1132
Guatemala,GTM,1981,1100
Guatemala,GTM,1982,1200
Guatemala,GTM,1983,1290
Guatemala,GTM,1984,1679
Guatemala,GTM,1985,2300
Guatemala,GTM,1986,2200
Guatemala,GTM,1987,2443
Guatemala,GTM,1988,1990
Guatemala,GTM,1989,3009
Guatemala,GTM,1990,3000
Guatemala,GTM,1991,2934
Guatemala,GTM,1992,2800
Guatemala,GTM,1993,2544
Guatemala,GTM,1994,2576
Guatemala,GTM,1995,2392
Guatemala,GTM,1996,2461
Guatemala,GTM,1997,2364
Guatemala,GTM,1998,2392
Guatemala,GTM,1999,2381
Guatemala,GTM,2000,2336
Guatemala,GTM,2001,6840.17
Guatemala,GTM,2002,7497.88
Guatemala,GTM,2003,7933.33
Guatemala,GTM,2004,8214.56
Guatemala,GTM,2005,8569
Guatemala,GTM,2006,9085.46
Guatemala,GTM,2007,10128.72
Guatemala,GTM,2008,10414.48
Guatemala,GTM,2009,10591.38
Guatemala,GTM,2010,10713
Guatemala,GTM,2011,11594
Guatemala,GTM,2012,11666
Guatemala,GTM,2013,12569
Guatemala,GTM,2014,11203.73
Guatemala,GTM,2015,11330.74
Guatemala,GTM,2016,11566.61
Guatemala,GTM,2017,11830.05
Guatemala,GTM,2018,11575.8
Guatemala,GTM,2019,11633.54
Guatemala,GTM,2020,11805.53
Guatemala,GTM,2021,11671.62
Guatemala,GTM,2022,11703.56
Guatemala,GTM,2023,11726.91
Guatemala,GTM,2024,11700.7
Guinea,GIN,1961,1500
Guinea,GIN,1962,1800
Guinea,GIN,1963,1800
Guinea,GIN,1964,2000
Guinea,GIN,1965,2000
Guinea,GIN,1966,2000
Guinea,GIN,1967,2000
Guinea,GIN,1968,2000
Guinea,GIN,1969,2000
Guinea,GIN,1970,2000
Guinea,GIN,1971,2000
Guinea,GIN,1972,2000
Guinea,GIN,1973,2000
Guinea,GIN,1974,2000
Guinea,GIN,1975,3000
Guinea,GIN,1976,4000
Guinea,GIN,1977,4000
Guinea,GIN,1978,4000
Guinea,GIN,1979,4000
Guinea,GIN,1980,4000
Guinea,GIN,1981,4000
Guinea,GIN,1982,4000
Guinea,GIN,1983,4000
Guinea,GIN,1984,4000
Guinea,GIN,1985,4000
Guinea,GIN,1986,3000
Guinea,GIN,1987,3000
Guinea,GIN,1988,2500
Guinea,GIN,1989,3400
Guinea,GIN,1990,1800
Guinea,GIN,1991,2116
Guinea,GIN,1992,1980
Guinea,GIN,1993,3968
Guinea,GIN,1994,4500
Guinea,GIN,1995,4500
Guinea,GIN,1996,4500
Guinea,GIN,1997,6300
Guinea,GIN,1998,9000
Guinea,GIN,1999,5100
Guinea,GIN,2000,3300
Guinea,GIN,2001,1800
Guinea,GIN,2002,2500
Guinea,GIN,2003,10000
Guinea,GIN,2004,9800
Guinea,GIN,2005,13869
Guinea,GIN,2006,13477
Guinea,GIN,2007,12484
Guinea,GIN,2008,14016
Guinea,GIN,2009,14577
Guinea,GIN,2010,15160
Guinea,GIN,2011,39600
Guinea,GIN,2012,8040
Guinea,GIN,2013,6273
Guinea,GIN,2014,7500
Guinea,GIN,2015,7500
Guinea,GIN,2016,8200
Guinea,GIN,2017,19900
Guinea,GIN,2018,20700
Guinea,GIN,2019,21600
Guinea,GIN,2020,22400
Guinea,GIN,2021,23300
Guinea,GIN,2022,24271.32
Guinea,GIN,2023,23738.55
Guinea,GIN,2024,24221.57
Guyana,GUY,1961,26
Guyana,GUY,1962,28
Guyana,GUY,1963,29
Guyana,GUY,1964,29
Guyana,GUY,1965,30
Guyana,GUY,1966,30
Guyana,GUY,1967,29
Guyana,GUY,1968,29
Guyana,GUY,1969,30
Guyana,GUY,1970,30
Guyana,GUY,1971,31
Guyana,GUY,1972,27
Guyana,GUY,1973,36
Guyana,GUY,1974,40
Guyana,GUY,1975,40
Guyana,GUY,1976,40
Guyana,GUY,1977,40
Guyana,GUY,1978,40
Guyana,GUY,1979,40
Guyana,GUY,1980,40
Guyana,GUY,1981,40
Guyana,GUY,1982,40
Guyana,GUY,1983,40
Guyana,GUY,1984,40
Guyana,GUY,1985,40
Guyana,GUY,1986,42
Guyana,GUY,1987,42
Guyana,GUY,1988,42
Guyana,GUY,1989,45
Guyana,GUY,1990,260
Guyana,GUY,1991,259.94
Guyana,GUY,1992,259.88
Guyana,GUY,1993,259.85
Guyana,GUY,1994,259.85
Guyana,GUY,1995,259.89
Guyana,GUY,1996,260
Guyana,GUY,1997,260.23
Guyana,GUY,1998,260.42
Guyana,GUY,1999,260.68
Guyana,GUY,2000,261
Guyana,GUY,2001,261
Guyana,GUY,2002,260
Guyana,GUY,2003,263.39
Guyana,GUY,2004,271.37
Guyana,GUY,2005,283.23
Guyana,GUY,2006,298.2
Guyana,GUY,2007,322.32
Guyana,GUY,2008,343.04
Guyana,GUY,2009,364.84
Guyana,GUY,2010,387.08
Guyana,GUY,2011,409.06
Guyana,GUY,2012,430
Guyana,GUY,2013,450
Guyana,GUY,2014,469.96
Guyana,GUY,2015,493.87
Guyana,GUY,2016,471.28
Guyana,GUY,2017,480.26
Guyana,GUY,2018,482.61
Guyana,GUY,2019,486.9
Guyana,GUY,2020,490.59
Guyana,GUY,2021,486.7
Guyana,GUY,2022,488.07
Guyana,GUY,2023,488.45
Guyana,GUY,2024,487.74
Haiti,HTI,1961,2500
Haiti,HTI,1962,2500
Haiti,HTI,1963,2800
Haiti,HTI,1964,2800
Haiti,HTI,1965,3000
Haiti,HTI,1966,2500
Haiti,HTI,1967,2700
Haiti,HTI,1968,2500
Haiti,HTI,1969,2700
Haiti,HTI,1970,2900
Haiti,HTI,1971,3100
Haiti,HTI,1972,3300
Haiti,HTI,1973,3500
Haiti,HTI,1974,3500
Haiti,HTI,1975,3000
Haiti,HTI,1976,3000
Haiti,HTI,1977,3000
Haiti,HTI,1978,4000
Haiti,HTI,1979,4000
Haiti,HTI,1980,2500
Haiti,HTI,1981,3000
Haiti,HTI,1982,4490
Haiti,HTI,1983,4600
Haiti,HTI,1984,4710
Haiti,HTI,1985,5055
Haiti,HTI,1986,5886
Haiti,HTI,1987,5189
Haiti,HTI,1988,2964
Haiti,HTI,1989,5000
Haiti,HTI,1990,5100
Haiti,HTI,1991,3000
Haiti,HTI,1992,3000
Haiti,HTI,1993,5000
Haiti,HTI,1994,6000
Haiti,HTI,1995,6500
Haiti,HTI,1996,4200
Haiti,HTI,1997,4217.27
Haiti,HTI,1998,4500
Haiti,HTI,1999,4636.1
Haiti,HTI,2000,4500
Haiti,HTI,2001,4300
Haiti,HTI,2002,4950
Haiti,HTI,2003,4950
Haiti,HTI,2004,4800
Haiti,HTI,2005,4800
Haiti,HTI,2006,6000
Haiti,HTI,2007,8500
Haiti,HTI,2008,8000
Haiti,HTI,2009,8535.53
Haiti,HTI,2010,9353.49
Haiti,HTI,2011,10334.2
Haiti,HTI,2012,11464.33
Haiti,HTI,2013,12724
Haiti,HTI,2014,14632.6
Haiti,HTI,2015,15836.88
Haiti,HTI,2016,14397.83
Haiti,HTI,2017,2500
Haiti,HTI,2018,3300
Haiti,HTI,2019,4000
Haiti,HTI,2020,2000
Haiti,HTI,2021,1500
Haiti,HTI,2022,2500
Haiti,HTI,2023,2500
Haiti,HTI,2024,3000
High-income countries,OWID_HIC,1961,18956
High-income countries,OWID_HIC,1962,20543
High-income countries,OWID_HIC,1963,19051
High-income countries,OWID_HIC,1964,15845
High-income countries,OWID_HIC,1965,13392
High-income countries,OWID_HIC,1966,15246
High-income countries,OWID_HIC,1967,13012
High-income countries,OWID_HIC,1968,16502
High-income countries,OWID_HIC,1969,8894
High-income countries,OWID_HIC,1970,11091
High-income countries,OWID_HIC,1971,11628
High-income countries,OWID_HIC,1972,10352
High-income countries,OWID_HIC,1973,10298
High-income countries,OWID_HIC,1974,10620
High-income countries,OWID_HIC,1975,12699
High-income countries,OWID_HIC,1976,10070
High-income countries,OWID_HIC,1977,11847
High-income countries,OWID_HIC,1978,15011
High-income countries,OWID_HIC,1979,14483
High-income countries,OWID_HIC,1980,9327
High-income countries,OWID_HIC,1981,9985
High-income countries,OWID_HIC,1982,7347
High-income countries,OWID_HIC,1983,5265
High-income countries,OWID_HIC,1984,7726
High-income countries,OWID_HIC,1985,7204
High-income countries,OWID_HIC,1986,7021
High-income countries,OWID_HIC,1987,6686
High-income countries,OWID_HIC,1988,5901
High-income countries,OWID_HIC,1989,6456
High-income countries,OWID_HIC,1990,6499
High-income countries,OWID_HIC,1991,6295.94
High-income countries,OWID_HIC,1992,4990.88
High-income countries,OWID_HIC,1993,5388.85
High-income countries,OWID_HIC,1994,4615.85
High-income countries,OWID_HIC,1995,4871.89
High-income countries,OWID_HIC,1996,5343
High-income countries,OWID_HIC,1997,3536.23
High-income countries,OWID_HIC,1998,3064.42
High-income countries,OWID_HIC,1999,2946.68
High-income countries,OWID_HIC,2000,3155
High-income countries,OWID_HIC,2001,1881
High-income countries,OWID_HIC,2002,2965
High-income countries,OWID_HIC,2003,2372.3901
High-income countries,OWID_HIC,2004,2731.37
High-income countries,OWID_HIC,2005,2007.23
High-income countries,OWID_HIC,2006,3001.2
High-income countries,OWID_HIC,2007,2363.32
High-income countries,OWID_HIC,2008,2343.04
High-income countries,OWID_HIC,2009,2175.84
High-income countries,OWID_HIC,2010,2363.08
High-income countries,OWID_HIC,2011,2210.06
High-income countries,OWID_HIC,2012,2317
High-income countries,OWID_HIC,2013,2070
High-income countries,OWID_HIC,2014,2138.96
High-income countries,OWID_HIC,2015,1834.87
High-income countries,OWID_HIC,2016,2158.28
High-income countries,OWID_HIC,2017,2082.26
High-income countries,OWID_HIC,2018,1960.61
High-income countries,OWID_HIC,2019,2452.9
High-income countries,OWID_HIC,2020,2209.59
High-income countries,OWID_HIC,2021,2211.7
High-income countries,OWID_HIC,2022,2116.07
High-income countries,OWID_HIC,2023,1896.45
High-income countries,OWID_HIC,2024,2009.74
Honduras,HND,1961,163
Honduras,HND,1962,149
Honduras,HND,1963,197
Honduras,HND,1964,203
Honduras,HND,1965,211
Honduras,HND,1966,223
Honduras,HND,1967,276
Honduras,HND,1968,274
Honduras,HND,1969,294
Honduras,HND,1970,300
Honduras,HND,1971,300
Honduras,HND,1972,300
Honduras,HND,1973,300
Honduras,HND,1974,300
Honduras,HND,1975,300
Honduras,HND,1976,300
Honduras,HND,1977,500
Honduras,HND,1978,500
Honduras,HND,1979,500
Honduras,HND,1980,500
Honduras,HND,1981,500
Honduras,HND,1982,1000
Honduras,HND,1983,1100
Honduras,HND,1984,1600
Honduras,HND,1985,1700
Honduras,HND,1986,2000
Honduras,HND,1987,2300
Honduras,HND,1988,1900
Honduras,HND,1989,2700
Honduras,HND,1990,2700
Honduras,HND,1991,3300
Honduras,HND,1992,2700
Honduras,HND,1993,3656
Honduras,HND,1994,3000
Honduras,HND,1995,2400
Honduras,HND,1996,2700
Honduras,HND,1997,1700
Honduras,HND,1998,2700
Honduras,HND,1999,2300
Honduras,HND,2000,2000
Honduras,HND,2001,2000
Honduras,HND,2002,2000
Honduras,HND,2003,2000
Honduras,HND,2004,2000
Honduras,HND,2005,2000
Honduras,HND,2006,2000
Honduras,HND,2007,361
Honduras,HND,2008,800
Honduras,HND,2009,1350
Honduras,HND,2010,1126
Honduras,HND,2011,1499
Honduras,HND,2012,1065
Honduras,HND,2013,965.21
Honduras,HND,2014,1400
Honduras,HND,2015,1500
Honduras,HND,2016,965
Honduras,HND,2017,1100
Honduras,HND,2018,1500
Honduras,HND,2019,1000
Honduras,HND,2020,2000
Honduras,HND,2021,2000
Honduras,HND,2022,2000
Honduras,HND,2023,2000
Honduras,HND,2024,2000
India,IND,1961,0
India,IND,1962,0
India,IND,1963,0
India,IND,1964,0
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,300
India,IND,1978,500
India,IND,1979,800
India,IND,1980,6000
India,IND,1981,6000
India,IND,1982,6000
India,IND,1983,6000
India,IND,1984,6000
India,IND,1985,6000
India,IND,1986,6000

**Note:** The dataset was truncated at line indicating the India entry for 1986. Complete raw data continues with additional countries and years through 2024 but was cut off in the source material provided.
